"x","y","bio4","bio5","bio6","bio15","bio16","bio17","bioalt","species_occ"
-156.358,20.7927,134.493308436631,27.2000007629395,15.1000003814697,33.3875133703627,340,185,459,1
-155.041,19.7318,110.565874038285,28.7000007629395,17.7999992370605,38.7826104295505,753,356,9,1
-155.864,19.1732,114.858272945103,26.3999996185303,15.6000003814697,40.6111913382491,663,387,510,1
-155.887,19.4321,114.620586281171,28.2999992370605,17.3999996185303,33.9990905524716,422,186,196,1
-156.295,20.8237,135.117805630134,25.1000003814697,12.8999996185303,46.9991216175898,605,231,882,1
-156.049,19.7616,118.71386720857,29.7999992370605,19.1000003814697,40.4223871174654,365,175,12,1
-155.903,19.5001,119.940016347599,26.1000003814697,14.8000001907349,31.1739168833385,581,298,640,1
-155.68,18.92,102.565561770247,28.8999996185303,19.1000003814697,56.0430667784643,305,70,18,1
-155.612,19.0669,108.226035443276,26.7999992370605,16.2000007629395,36.3068243253883,711,277,420,1
-155.494,19.8539,136.911273507597,11.8000001907349,-0.800000011920929,45.2339179145103,293,110,3570,1
-156.428,20.6969,133.781687003369,29,17.7999992370605,27.0067401998027,245,200,114,1
-155.223,19.4324,122.538645289234,23,11.1999998092651,46.6579029803518,849,307,1101,1
-157.097,21.153,143.666816235285,29.2999992370605,17.7000007629395,43.8879153849183,376,134,135,1
-156.303,20.8718,135.279589969177,27,15.3000001907349,70.7487125957198,485,38,447,1
-159.491,22.2155,162.515167817797,28.8999996185303,17.8999996185303,45.6923002914005,392,155,6,1
-156.329,20.8206,133.951469184224,26.6000003814697,14.6000003814697,41.3032101465953,552,229,547,1
-156.237,20.7384,141.169357196749,15.1000003814697,2.20000004768372,44.3518726348011,241,93,2778,1
-156.496,20.8945,139.19142593342,29.7000007629395,17.7000007629395,47.3023627630103,484,145,45,1
-158.109,21.371,149.772555124483,27.5,16.2999992370605,66.3392650213153,369,126,464,1
-155.874,19.2817,115.817249267534,27.1000003814697,15.6000003814697,47.8331345114102,619,249,405,1
-155.085,19.6961,112.663169253626,28.3999996185303,17.3999996185303,30.0688282337657,921,494,99,1
-155.828,20.1477,128.272298163242,25.8999996185303,14.8999996185303,56.0156832897392,431,94,638,1
-155.463974,20.07477,126.119232759854,26.8999996185303,15.5,56.1538837257648,773,236,366,0
-155.4904022,20.0548,126.959645811557,25.6000003814697,13.8000001907349,32.6386290061744,679,312,683,0
-155.4394073,20.0806999,126.506089162997,28,16.7000007629395,42.4363226898287,566,237,176,0
-155.3685608,20.0385494,124.933312492682,27.6000003814697,16.1000003814697,38.8133997086083,622,274,264,0
-155.5924988,20.1208,124.824103395442,29.2000007629395,17.6000003814697,47.3613451816311,662,195,6,0
-155.616806,20.0832996,126.193553267234,27.8999996185303,16,30.5766095381764,1201,717,264,0
-155.0964966,19.7251396,111.32127117372,28.5,17.6000003814697,32.8183792365297,930,447,43,0
-155.4786835,20.0704803,126.708779979231,26.5,15,37.5648066364758,646,269,466,0
-155.2551727,19.4286804,124.221827328406,22.5,10.5,44.1330496681958,676,264,1216,0
-158.11,21.3301,153.535974026176,30,18.2000007629395,31.7327558182954,278,142,12,0
-158.113,21.3258,153.535974026176,30,18.2000007629395,31.7327558182954,278,142,12,0
-158.046,21.6257,152.804568750873,29.2999992370605,17.1000003814697,49.5327588992515,434,155,97,0
-158.107,21.319,153.2149179374,30,18.2999992370605,35.8893437307922,286,150,12,0
-158,21.324,153.214900254382,30.1000003814697,18.6000003814697,37.2572036863015,284,104,7,0
-158.053,21.6081,150.269950093473,28.8999996185303,16.7000007629395,50.6748282295964,325,86,194,0
-158.109,21.371,149.772555124483,27.5,16.2999992370605,66.3392650213153,369,126,464,0
-154.980497,19.357475,106.353996223965,28.7000007629395,18.1000003814697,28.452968166083,779,415,18,0
-159.462561,22.144664,167.542396896621,27.2999992370605,15.3000001907349,25.6323795911269,864,607,343,0
-159.521612,22.071506,182.854036000813,21.2999992370605,8.30000019073486,38.4648087066397,738,296,1387,0
-159.662,22.0576,179.608141814818,23.7999992370605,12,80.234869807997,595,130,875,0
-159.38,21.97,160.176847481356,28.8999996185303,17.7000007629395,72.5614649855174,767,121,78,0
-159.498,22.2051,162.885892318193,29,18,59.8543869805737,494,95,8,0
-159.401,22.2026,163.755063383034,28.6000003814697,17.3999996185303,54.9898510621112,449,106,101,0
-159.342,22.0564,160.356506886447,29.2000007629395,18,78.4064109415049,732,131,3,0
-159.537,22.0627,182.886680995141,21.7000007629395,8.69999980926514,60.6373344598187,830,141,1333,0
-159.643,22.145,185.880372008375,21.7999992370605,9.19999980926514,71.5934520913139,562,91,1245,0
-159.491,22.2155,162.515167817797,28.8999996185303,17.8999996185303,45.6923002914005,392,155,6,0
-159.673277,21.964389,159.418349288192,28.8999996185303,18.2999992370605,39.6911967468937,280,108,6,0
-156.456,20.7705,136.972153333895,29.7000007629395,18.2000007629395,44.5618430048375,344,170,16,0
-156.239,20.7002,140.87591383743,14.8000001907349,2.40000009536743,43.6340410381805,248,114,2751,0
-156.396,20.629,133.117479016106,26.7999992370605,15.3000001907349,37.1887827961969,720,373,517,0
-156.343,20.8375,134.453863321539,27.3999996185303,15.6000003814697,34.841310928986,318,187,400,0
-156.31,20.92,134.803442748586,28.7000007629395,17.2000007629395,67.8600798236597,419,80,131,0
-156.045,20.6617,125.959206375664,29,17.2999992370605,44.6891967288198,621,221,4,0
-157.001,21.1729,144.056488269752,27,15.8000001907349,49.2589865735072,431,117,486,0
-156.32,20.92,134.943159641103,28.7000007629395,17.2000007629395,67.0341869461377,369,81,139,0
-156.18,20.85,132.47856077923,27.2000007629395,15.8999996185303,51.8755024635236,615,141,349,0
-156.315,20.8388,134.541855506386,26.3999996185303,14.5,35.6599280611122,496,239,583,0
-156.43,20.65,133.900532712209,29,17.7000007629395,39.9401401743132,437,193,118,0
-156.342,20.8396,134.453863321539,27.3999996185303,15.6000003814697,34.841310928986,318,187,400,0
-157.153,21.1972,144.920951009643,29.8999996185303,18.3999996185303,72.5804728165241,312,61,12,0
-156.278,20.8082,136.431795584565,23.3999996185303,10.8000001907349,44.665251515996,644,282,1160,0
-156.364,20.6958,136.117027576611,25.2000007629395,12.3000001907349,44.4024273783661,625,193,892,0
-156.284,20.9061,133.611688605039,27.8999996185303,16.3999996185303,77.2696927745342,457,41,236,0
-156.447,20.7169,135.184369100683,29.7999992370605,18.2000007629395,53.7673545321703,258,86,7,0
-156.24,20.71,140.639772097821,15.3999996185303,2.59999990463257,37.8921423837025,245,114,2665,0
-156.32,20.85,134.307284395493,27,15.3000001907349,66.1743541501494,475,76,458,0
-156.358,20.7927,134.493308436631,27.2000007629395,15.1000003814697,33.3875133703627,340,185,459,0
-156.295,20.8237,135.117805630134,25.1000003814697,12.8999996185303,46.9991216175898,605,231,882,0
-156.428,20.6969,133.781687003369,29,17.7999992370605,27.0067401998027,245,200,114,0
-157.097,21.153,143.666816235285,29.2999992370605,17.7000007629395,43.8879153849183,376,134,135,0
-156.303,20.8718,135.279589969177,27,15.3000001907349,70.7487125957198,485,38,447,0
-156.329,20.8206,133.951469184224,26.6000003814697,14.6000003814697,41.3032101465953,552,229,547,0
-156.237,20.7384,141.169357196749,15.1000003814697,2.20000004768372,44.3518726348011,241,93,2778,0
-156.496,20.8945,139.19142593342,29.7000007629395,17.7000007629395,47.3023627630103,484,145,45,0
-155.837853,19.800752,124.123436928987,26.2000007629395,14.1000003814697,52.1006059434744,691,318,648,0
-155.212304,19.460688,120.849269003484,23.5,11.6999998092651,37.943095953077,865,433,1040,0
-155.65886,20.02559,126.724475551225,25,12.6000003814697,49.0846303316258,639,241,843,0
-155.574148,20.115735,127.215940311881,27.3999996185303,16,56.3284888304019,677,267,322,0
-155.60492,20.11666,125.776343334849,28.7999992370605,17.2000007629395,39.1123281843411,761,380,10,0
-155.457734,19.736192,131.776900635738,16.2999992370605,4,44.3673315776062,294,139,2486,0
-155.341,19.4976,128.679208282803,20,7.59999990463257,76.4396018426672,737,129,1675,0
-155.2,19.3674,119.382883144789,23.6000003814697,12.1000003814697,42.3509577966143,833,330,992,0
-155.607,19.065,106.937389601479,27.2999992370605,16.7999992370605,38.1842183066249,619,309,301,0
-155.908,19.4161,112.148432397796,29.3999996185303,18.7000007629395,42.1668873821371,412,171,32,0
-155.868,19.4305,119.322576449067,26.7000007629395,15.5,37.8281628049229,797,339,520,0
-155.659,20.0256,126.724475551225,25,12.6000003814697,49.0846303316258,639,241,843,0
-155.834,20.2383,126.74463046081,27.8999996185303,17.1000003814697,73.4759323412891,428,45,196,0
-155.335,19.4987,128.679208282803,20,7.59999990463257,76.4396018426672,737,129,1675,0
-155.775,19.1946,122.464440642498,20.5,8.69999980926514,39.9543713095946,679,312,1668,0
-155.883,19.42,116.606040965015,27.6000003814697,16.6000003814697,35.9661855664028,569,319,348,0
-155.6,19.7,129.690768225426,19.2999992370605,7.5,34.3845208510637,256,133,1825,0
-155.226,19.4285,123.082254327777,22.7999992370605,11,45.5295732330352,897,362,1128,0
-155.185,19.5712,120.443457708755,24.3999996185303,12.8000001907349,35.6019516553123,770,396,823,0
-155.843,19.5181,124.179133646049,23,10.8999996185303,62.0329925312343,841,269,1217,0
-155.464,20.0748,126.119232759854,26.8999996185303,15.5,56.1538837257648,773,236,366,0
-155.451,19.2759,114.917612782807,25.2999992370605,13.8000001907349,27.1758882599691,668,431,715,0
-155.826,19.5091,124.172239910694,22.2999992370605,10.1000003814697,56.3349379896206,749,265,1342,0
-155.87,19.94,120.38055962957,29.2000007629395,18.7999992370605,47.0300435837601,240,81,18,0
-155.678,19.6565,128.688023378525,19.3999996185303,7.5,52.249589687941,287,85,1830,0
-155.245,19.6626,123.235275490218,24,11.3000001907349,38.7196690311602,834,418,1013,0
-155.554,19.7606,130.856018288368,19.2000007629395,6.80000019073486,41.6388296796301,255,126,1885,0
-155.865,19.9435,123.414181232239,29.2999992370605,18.7999992370605,47.7345154756435,255,73,9,0
-155.07,19.6999,110.948918593845,28.6000003814697,17.7999992370605,42.5463926640536,975,371,35,0
-155.041,19.7318,110.565874038285,28.7000007629395,17.7999992370605,38.7826104295505,753,356,9,0
-155.864,19.1732,114.858272945103,26.3999996185303,15.6000003814697,40.6111913382491,663,387,510,0
-155.887,19.4321,114.620586281171,28.2999992370605,17.3999996185303,33.9990905524716,422,186,196,0
-156.049,19.7616,118.71386720857,29.7999992370605,19.1000003814697,40.4223871174654,365,175,12,0
-155.903,19.5001,119.940016347599,26.1000003814697,14.8000001907349,31.1739168833385,581,298,640,0
-155.612,19.0669,108.226035443276,26.7999992370605,16.2000007629395,36.3068243253883,711,277,420,0
-155.494,19.8539,136.911273507597,11.8000001907349,-0.800000011920929,45.2339179145103,293,110,3570,0
-155.223,19.4324,122.538645289234,23,11.1999998092651,46.6579029803518,849,307,1101,0
-155.874,19.2817,115.817249267534,27.1000003814697,15.6000003814697,47.8331345114102,619,249,405,0
-155.085,19.6961,112.663169253626,28.3999996185303,17.3999996185303,30.0688282337657,921,494,99,0
-155.828,20.1477,128.272298163242,25.8999996185303,14.8999996185303,56.0156832897392,431,94,638,0
-160.238041242976,21.8072051326924,158.959709484836,28.7000007629395,18.8999996185303,64.4625498546241,287,59,11,0
-160.238452389515,21.8140351455239,157.391154269027,28.6000003814697,18.8999996185303,69.0651705700551,274,38,18,0
-160.238863697278,21.8208670954142,158.665740289522,28.6000003814697,18.7999992370605,69.3537136096398,257,36,21,0
-160.239275166346,21.8277009828406,159.603581498017,28.6000003814697,18.7999992370605,68.726415286284,249,32,25,0
-160.239686796799,21.8345368082805,157.989277026947,28.6000003814697,18.7999992370605,72.0481504955822,290,31,18,0
-160.240098588717,21.8413745722113,157.989277026947,28.6000003814697,18.7999992370605,72.0481504955822,290,31,18,0
-160.240510542182,21.8482142751103,157.989277026947,28.6000003814697,18.7999992370605,66.0873578859957,284,41,22,0
-160.229911284519,21.7939333865937,157.318936676638,28.7000007629395,18.8999996185303,59.5982728121623,262,74,7,0
-160.230319683658,21.8007596582382,158.603657024827,28.6000003814697,18.7999992370605,64.9900511881356,259,39,29,0
-160.23072824291,21.8075878660369,158.603657024827,28.6000003814697,18.7999992370605,64.9900511881356,259,39,29,0
-160.231136962355,21.8144180104668,157.585953730493,28.5,18.7000007629395,70.1255314629498,274,38,35,0
-160.231545842074,21.8212500920054,157.585953730493,28.5,18.7000007629395,73.244420572252,263,31,31,0
-160.231954882147,21.82808411113,158.048578999785,28.5,18.7000007629395,68.8938190355344,266,32,34,0
-160.232364082654,21.8349200683179,158.298233683491,28.5,18.7000007629395,69.7971888393912,290,36,27,0
-160.232773443675,21.8417579640465,158.851837702068,28.6000003814697,18.7999992370605,66.3724857525229,278,36,20,0
-160.23318296529,21.8485977987932,158.851837702068,28.6000003814697,18.7999992370605,66.3724857525229,278,36,20,0
-160.23359264758,21.8554395730354,159.546611998315,28.7000007629395,18.7999992370605,66.5816807757115,296,45,11,0
-160.222602975759,21.7943135913308,158.685434892755,28.6000003814697,18.7999992370605,61.8622042433691,256,59,18,0
-160.223008949622,21.8011399936961,157.989270899164,28.6000003814697,18.7999992370605,64.9490119614675,255,38,31,0
-160.22341508265,21.807968332265,157.989270899164,28.6000003814697,18.7999992370605,64.9490119614675,255,38,31,0
-160.223821374922,21.8147986075146,158.928695888896,28.5,18.7000007629395,66.6975828512462,253,34,39,0
-160.224227826517,21.8216308199224,158.851796200277,28.5,18.6000003814697,66.5384380315535,266,38,47,0
-160.224634437515,21.8284649699657,158.663903775753,28.5,18.7000007629395,70.7564174690458,290,34,38,0
-160.225041207995,21.8353010581218,158.298233683491,28.5,18.7000007629395,69.7971888393912,290,36,27,0
-160.225448138038,21.8421390848682,158.851837702068,28.6000003814697,18.7999992370605,66.3724857525229,278,36,20,0
-160.225855227723,21.8489790506823,158.851837702068,28.6000003814697,18.7999992370605,66.3724857525229,278,36,20,0
-160.226262477131,21.8558209560414,158.018046559672,28.6000003814697,18.7999992370605,66.3667715164309,278,45,13,0
-160.22666988634,21.8626648014232,159.071666310115,28.7000007629395,18.7999992370605,47.8234926732247,272,102,5,0
-160.227077455431,21.8695105873049,158.018046559672,28.6000003814697,18.7999992370605,50.8100471344869,272,92,9,0
-160.227485184483,21.8763583141643,159.503872233823,28.6000003814697,18.7999992370605,42.0868191957315,291,133,8,0
-160.227893073578,21.8832079824787,159.503872233823,28.6000003814697,18.7999992370605,42.0868191957315,291,133,8,0
-160.21489111754,21.7878669339197,158.959688759386,28.6000003814697,18.7000007629395,55.187537837283,271,79,32,0
-160.215294507913,21.7946915304522,159.280477680475,28.7000007629395,18.7999992370605,61.8960552819776,256,59,23,0
-160.215698056423,21.80151806276,158.959708121318,28.7000007629395,18.7999992370605,69.2996478178719,280,36,17,0
-160.216101763147,21.8083465313205,158.665721073851,28.6000003814697,18.7000007629395,67.9825847609011,284,35,27,0
-160.216505628165,21.815176936611,158.665721073851,28.6000003814697,18.7000007629395,67.9825847609011,284,35,27,0
-160.216909651557,21.8220092791088,158.851796200277,28.5,18.6000003814697,66.5384380315535,266,38,47,0
-160.2173138334,21.8288435592913,158.663903775753,28.5,18.7000007629395,70.7564174690458,290,34,38,0
-160.217718173774,21.8356797776358,157.91911415558,28.5,18.7000007629395,66.0054346433519,281,37,32,0
-160.218122672759,21.84251793462,158.928685569608,28.5,18.6000003814697,66.0480611965515,275,35,17,0
-160.218527330435,21.849358030721,158.928685569608,28.5,18.6000003814697,66.0480611965515,275,35,17,0
-160.218932146879,21.8562000664166,158.685434892755,28.6000003814697,18.7999992370605,60.4702898190637,285,63,13,0
-160.219337122172,21.863044042184,158.765978062561,28.6000003814697,18.7999992370605,49.3115271000604,289,108,16,0
-160.219742256393,21.8698899585008,160.27614707489,28.6000003814697,18.7000007629395,51.3973632757817,292,101,27,0
-160.220147549622,21.8767378158446,158.951937892516,28.5,18.7000007629395,49.5634376269604,281,109,30,0
-160.220553001939,21.8835876146929,159.687193140873,28.6000003814697,18.7000007629395,46.3265409154915,299,120,10,0
-160.220958613422,21.8904393555233,159.687193140873,28.6000003814697,18.7000007629395,46.3265409154915,299,120,10,0
-160.207985881932,21.7950672039022,157.919127079963,28.7000007629395,18.7999992370605,62.5390615800153,266,59,22,0
-160.208387005009,21.8018938653741,158.959708121318,28.7000007629395,18.7999992370605,69.2996478178719,280,36,17,0
-160.20878828535,21.8087224631476,158.665721073851,28.6000003814697,18.7000007629395,67.9825847609011,284,35,27,0
-160.209189723036,21.8155529977,158.665721073851,28.6000003814697,18.7000007629395,67.9825847609011,284,35,27,0
-160.209591318144,21.8223854695085,158.048570908662,28.5,18.7000007629395,66.3145676206655,268,38,42,0
-160.209993070754,21.8292198790507,158.665721073851,28.6000003814697,18.7000007629395,71.3134371512523,307,34,24,0
-160.210394980943,21.836056226804,158.570810055471,28.6000003814697,18.7999992370605,70.8893648815999,301,34,14,0
-160.210797048791,21.8428945132457,158.665721073851,28.6000003814697,18.7000007629395,68.4135742490849,296,36,11,0
-160.211199274376,21.8497347388535,158.665721073851,28.6000003814697,18.7000007629395,68.4135742490849,296,36,11,0
-160.211601657778,21.8565769041047,158.959708121318,28.7000007629395,18.7999992370605,62.7555605590032,285,55,10,0
-160.212004199076,21.8634210094768,158.197728148837,28.7000007629395,18.7999992370605,52.6597940263212,289,85,11,0
-160.212406898348,21.8702670554474,157.513844669181,28.7000007629395,18.7999992370605,44.7142035599428,272,109,0,0
-160.212809755673,21.8771150424941,158.115669068391,28.6000003814697,18.7000007629395,48.4322926630208,292,107,20,0
-160.213212771132,21.8839649710944,158.520618962084,28.6000003814697,18.7000007629395,41.8624767933979,283,118,28,0
-160.213615944802,21.8908168417259,158.520618962084,28.6000003814697,18.7000007629395,41.8624767933979,283,118,28,0
-160.214019276763,21.8976706548663,159.071645417577,28.7000007629395,18.7000007629395,52.3269095663564,285,99,7,0
-160.200677098764,21.7954406116251,157.919127079963,28.7000007629395,18.7999992370605,62.5390615800153,266,59,22,0
-160.201075796329,21.8022674014828,157.919127079963,28.7000007629395,18.7999992370605,68.7342113822433,273,39,18,0
-160.20147465021,21.8090961276907,158.665722530962,28.6000003814697,18.7000007629395,71.4199933392241,290,33,21,0
-160.201873660484,21.8159267907259,158.665722530962,28.6000003814697,18.7000007629395,71.4199933392241,290,33,21,0
-160.202272827231,21.8227593910661,157.986274339254,28.7000007629395,18.7999992370605,66.7112352223612,269,37,17,0
-160.202672150527,21.8295939291884,158.585141039542,28.7000007629395,18.7999992370605,65.464093275455,281,43,20,0
-160.203071630452,21.8364304055705,158.665740608261,28.7000007629395,18.7999992370605,65.3909609257079,290,43,13,0
-160.203471267084,21.8432688206898,158.319795683817,28.7000007629395,18.7999992370605,66.9773451508852,296,36,8,0
-160.203871060502,21.8501091750238,158.319795683817,28.7000007629395,18.7999992370605,58.9924161776877,274,58,8,0
-160.204271010783,21.8569514690499,158.319795683817,28.7000007629395,18.7999992370605,58.9924161776877,274,58,8,0
-160.204671118006,21.8637957032458,157.919133233342,28.7000007629395,18.7999992370605,50.5851845181691,264,82,11,0
-160.205071382249,21.8706418780889,159.68719884155,28.7999992370605,18.7999992370605,48.1435777604545,295,110,0,0
-160.205471803592,21.8774899940568,158.603630718207,28.7000007629395,18.7000007629395,50.203804614345,272,65,16,0
-160.205872382113,21.8843400516273,159.935476142019,28.6000003814697,18.6000003814697,42.7938445493406,274,113,28,0
-160.20627311789,21.8911920512778,159.935476142019,28.6000003814697,18.6000003814697,42.7938445493406,274,113,28,0
-160.206674011003,21.898045993486,160.332870559217,28.7000007629395,18.6000003814697,50.2263305050546,288,98,20,0
-160.194160858675,21.8094675248944,158.048599936135,28.7000007629395,18.7999992370605,68.1022947125263,293,48,16,0
-160.19455744146,21.8162983156337,158.048599936135,28.7000007629395,18.7999992370605,68.1022947125263,293,48,16,0
-160.194954179767,21.8231310437261,157.919127079963,28.7000007629395,18.7999992370605,61.5775450872274,276,63,22,0
-160.195351073672,21.8299657096491,159.394573707385,28.6000003814697,18.7000007629395,62.0657766533617,286,70,28,0
-160.195748123255,21.8368023138801,158.802350750529,28.7000007629395,18.7999992370605,65.3909609257079,290,43,6,0
-160.196145328593,21.8436408568968,159.259653764886,28.7999992370605,18.7999992370605,63.6496076378445,285,43,4,0
-160.196542689763,21.8504813391765,158.851823943935,28.7999992370605,18.7999992370605,47.5616115288204,274,86,3,0
-160.196940206845,21.8573237611968,158.851823943935,28.7999992370605,18.7999992370605,47.5616115288204,274,86,3,0
-160.197337879914,21.8641681234354,159.869743920006,28.7999992370605,18.7999992370605,52.8254538530218,292,87,6,0
-160.197735709051,21.8710144263697,158.945391863822,28.7000007629395,18.7000007629395,52.2685113069275,281,82,9,0
-160.198133694333,21.8778626704773,159.132941281818,28.7000007629395,18.7000007629395,42.3855570464372,282,114,14,0
-160.198531835837,21.8847128562359,159.688972733745,28.7000007629395,18.6000003814697,44.0358402305552,292,113,23,0
-160.198930133643,21.8915649841232,159.688972733745,28.7000007629395,18.6000003814697,44.0358402305552,292,113,23,0
-160.199328587829,21.8984190546167,158.494325365031,28.7000007629395,18.6000003814697,45.7298870664475,292,112,20,0
-160.199727198473,21.9052750681942,158.608395761369,28.7000007629395,18.7000007629395,48.1842004366283,289,97,15,0
-160.188029841141,21.8303352203776,157.727117643317,28.6000003814697,18.7000007629395,60.1380727094891,286,79,30,0
